GPU Name,Change (%),Performance (3DMark)
NVIDIA GeForce GTX 1060,-1.22%,3740
NVIDIA GeForce GTX 960,-1.50%,2308
NVIDIA GeForce GTX 1050 Ti,-0.16%,2356
NVIDIA GeForce GTX 970,+0.15%,3659
NVIDIA GeForce GTX 1070,+0.23%,6083
NVIDIA GeForce GTX 1080,+0.20%,7584
NVIDIA GeForce GTX 1080 Ti,+0.09%,9926
AMD Radeon RX 480,+0.32%,4087
NVIDIA GeForce GTX 980,+0.31%,4383
