GPU Name,Change (%),Performance (3DMark)
NVIDIA GeForce GTX 960,+6.24%,2308
NVIDIA GeForce GTX 1060,+3.60%,3740
NVIDIA GeForce GTX 1050 Ti,+3.20%,2356
NVIDIA GeForce GTX 970,-1.50%,3659
NVIDIA GeForce GTX 1070,-1.23%,6083
NVIDIA GeForce GTX 1080,-0.59%,7584
NVIDIA GeForce GTX 1080 Ti,-0.22%,9926
AMD Radeon RX 480,-0.29%,4087
NVIDIA GeForce GTX 980,-0.30%,4383
NVIDIA GeForce GTX 980 Ti,-0.28%,5802
NVIDIA GeForce GTX 970M,-0.27%,2282
