GPU Name,Change (%),Performance (3DMark)
NVIDIA GeForce GTX 1060,+1.51%,3740
NVIDIA GeForce GTX 960,-0.94%,2308
NVIDIA GeForce GTX 1050 Ti,+0.95%,2356
NVIDIA GeForce GTX 970,0.00%,3659
NVIDIA GeForce GTX 1070,+0.15%,6083
NVIDIA GeForce GTX 1080,+0.09%,7584
NVIDIA GeForce GTX 1080 Ti,+0.06%,9926
AMD Radeon RX 480,+0.02%,4087
NVIDIA GeForce GTX 980,+0.02%,4383
NVIDIA GeForce GTX 770,+0.30%,2158
