GPU Name,Change (%),Performance (3DMark)
NVIDIA GeForce GTX 1060,-0.21%,3740
NVIDIA GeForce GTX 1050 Ti,-0.49%,2356
NVIDIA GeForce GTX 960,-1.99%,2308
NVIDIA GeForce GTX 1070,+0.87%,6083
NVIDIA GeForce GTX 970,+0.76%,3659
NVIDIA GeForce GTX 1080,+0.51%,7584
NVIDIA GeForce GTX 1080 Ti,+0.31%,9926
AMD Radeon RX 480,+0.15%,4087
NVIDIA GeForce GTX 980,+0.15%,4383
NVIDIA GeForce GTX 980 Ti,+0.43%,5802
NVIDIA GeForce GTX 1070 Ti,+0.34%,6825
