GPU Name,Change (%),Performance (3DMark)
NVIDIA GeForce GTX 1060,-0.58%,3740
NVIDIA GeForce GTX 960,-2.57%,2308
NVIDIA GeForce GTX 1050 Ti,-0.80%,2356
NVIDIA GeForce GTX 970,+0.94%,3659
NVIDIA GeForce GTX 1070,+0.94%,6083
NVIDIA GeForce GTX 1080,+0.58%,7584
NVIDIA GeForce GTX 1080 Ti,+0.28%,9926
NVIDIA GeForce GTX 980,+0.18%,4383
AMD Radeon RX 480,+0.18%,4087
NVIDIA GeForce GTX 980 Ti,+0.46%,5802
NVIDIA GeForce GTX 970M,+0.39%,2282
